Date,Open,High,Low,Close,Adj Close,Volume
2021-01-05,1725.000000,1747.670044,1718.015015,1740.920044,1740.920044,1145300
2021-01-06,1702.630005,1748.000000,1699.000000,1735.290039,1735.290039,2602100
2021-01-07,1740.060059,1788.400024,1737.050049,1787.250000,1787.250000,2265000
2021-01-08,1787.979980,1809.839966,1773.535034,1807.209961,1807.209961,2050600
2021-01-11,1786.069946,1794.314941,1760.520020,1766.719971,1766.719971,1209700
2021-01-12,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357700
2021-01-13,1738.579956,1765.035034,1738.010010,1754.400024,1754.400024,1094100
2021-01-14,1753.619995,1775.010010,1733.400024,1740.180054,1740.180054,1179500
2021-01-15,1738.189941,1756.000000,1721.550049,1736.189941,1736.189941,1342200
2021-01-19,1752.250000,1809.275024,1741.459961,1790.859985,1790.859985,1734600
2021-01-20,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300
2021-01-21,1898.000000,1934.859985,1887.109985,1891.250000,1891.250000,2063900
2021-01-22,1895.680054,1910.949951,1881.760010,1901.050049,1901.050049,1272100
2021-01-25,1920.670044,1929.579956,1867.530029,1899.400024,1899.400024,1927300
2021-01-26,1888.839966,1925.000000,1884.244995,1917.239990,1917.239990,1313100
2021-01-27,1882.530029,1890.000000,1809.000000,1830.790039,1830.790039,2748300
2021-01-28,1843.939941,1898.829956,1842.640015,1863.109985,1863.109985,1773100
2021-01-29,1846.170044,1857.280029,1810.199951,1835.739990,1835.739990,1612600
2021-02-01,1853.569946,1922.391968,1850.930054,1901.349976,1901.349976,1602200
2021-02-02,1922.560059,1955.760010,1914.489990,1927.510010,1927.510010,2273700
2021-02-03,2073.000000,2116.500000,2018.380005,2070.070068,2070.070068,4118200
2021-02-04,2068.889893,2078.550049,2042.589966,2062.370117,2062.370117,1852300
2021-02-05,2070.000000,2102.510010,2059.330078,2098.000000,2098.000000,1533900
2021-02-08,2105.909912,2123.547119,2072.000000,2092.909912,2092.909912,1241900
2021-02-09,2078.540039,2105.129883,2078.540039,2083.510010,2083.510010,889900
2021-02-10,2094.209961,2108.370117,2063.090088,2095.379883,2095.379883,1135500
2021-02-11,2099.510010,2102.030029,2077.320068,2095.889893,2095.889893,945200
2021-02-12,2090.250000,2108.820068,2083.129883,2104.110107,2104.110107,855700
2021-02-16,2104.360107,2152.679932,2104.360107,2121.899902,2121.899902,1133800
2021-02-17,2100.000000,2133.659912,2098.919922,2128.310059,2128.310059,1070900
2021-02-18,2110.389893,2132.735107,2103.709961,2117.199951,2117.199951,1121600
2021-02-19,2119.270020,2130.530029,2097.409912,2101.139893,2101.139893,1457400
2021-02-22,2067.000000,2091.419922,2062.139893,2064.879883,2064.879883,1367500
2021-02-23,2025.010010,2082.010010,2002.020020,2070.860107,2070.860107,1667400
2021-02-24,2041.829956,2100.780029,2038.130005,2095.169922,2095.169922,1248300
2021-02-25,2067.449951,2094.879883,2021.290039,2031.359985,2031.359985,1828400
2021-02-26,2050.520020,2071.010010,2016.060059,2036.859985,2036.859985,2083500
2021-03-01,2056.520020,2086.520020,2046.099976,2081.510010,2081.510010,1404500
2021-03-02,2076.189941,2104.370117,2071.260010,2075.840088,2075.840088,1133600
2021-03-03,2067.209961,2088.518066,2010.000000,2026.709961,2026.709961,1483100
2021-03-04,2023.369995,2089.239990,2020.270020,2049.090088,2049.090088,2116100
2021-03-05,2073.120117,2118.110107,2046.415039,2108.540039,2108.540039,2193800
2021-03-08,2101.129883,2128.810059,2021.609985,2024.170044,2024.170044,1646000
2021-03-09,2070.000000,2078.040039,2047.829956,2052.699951,2052.699951,1696400
2021-03-10,2071.760010,2075.000000,2033.369995,2055.030029,2055.030029,1267800
2021-03-11,2074.060059,2125.699951,2072.379883,2114.770020,2114.770020,1238300
2021-03-12,2085.000000,2090.260010,2047.550049,2061.919922,2061.919922,1725000
2021-03-15,2062.300049,2067.060059,2043.510010,2066.489990,2066.489990,1298100
2021-03-16,2078.989990,2123.560059,2070.000000,2092.520020,2092.520020,1490600
2021-03-17,2076.030029,2109.780029,2054.000000,2091.080078,2091.080078,1297500
2021-03-18,2061.000000,2075.500000,2033.550049,2036.219971,2036.219971,1361400
2021-03-19,2042.050049,2053.100098,2017.680054,2043.199951,2043.199951,2314400
2021-03-22,2041.839966,2057.989990,2026.069946,2038.589966,2038.589966,1954800
2021-03-23,2051.699951,2072.302002,2039.219971,2052.959961,2052.959961,1367000
2021-03-24,2065.370117,2078.209961,2041.555054,2045.060059,2045.060059,1154000
2021-03-25,2044.810059,2058.870117,2010.729980,2044.359985,2044.359985,1418900
2021-03-26,2038.859985,2050.989990,2014.020020,2035.550049,2035.550049,1493500
2021-03-29,2027.880005,2058.429932,2015.619995,2055.949951,2055.949951,1229800
2021-03-30,2057.629883,2070.780029,2044.030029,2055.540039,2055.540039,1036600
2021-03-31,2059.120117,2093.326904,2056.745117,2068.629883,2068.629883,1459900
2021-04-01,2097.949951,2142.939941,2096.889893,2137.750000,2137.750000,1699000
